사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,수인선,1880,소래포구,45 ,1 ,2766 ,400 ,8067 ,2478 ,17518 ,3952 ,14636 ,7145 ,8243 ,5707 ,7677 ,5834 ,7909 ,9913 ,8081 ,11567 ,9165 ,9801 ,11741 ,8576 ,12158 ,8439 ,10818 ,10520 ,9548 ,12569 ,8015 ,15366 ,4761 ,9992 ,4583 ,6671 ,4307 ,7105 ,3010 ,5354 ,1609 ,3984 ,22 ,673 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1881,인천논현,2 ,0 ,2848 ,882 ,6549 ,5015 ,14357 ,8598 ,13902 ,13961 ,8635 ,9302 ,8133 ,7203 ,9304 ,7652 ,9977 ,8474 ,9131 ,9788 ,9246 ,9498 ,10270 ,10337 ,11243 ,13255 ,12701 ,16740 ,12317 ,18909 ,7666 ,11418 ,7385 ,8153 ,6537 ,7049 ,5089 ,5061 ,2569 ,3657 ,17 ,668 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1882,호구포,12 ,1 ,1658 ,1197 ,3061 ,7167 ,7202 ,19822 ,7832 ,22069 ,5060 ,4495 ,4494 ,3189 ,4562 ,3533 ,5190 ,3904 ,5125 ,4101 ,5112 ,3925 ,5497 ,4578 ,6868 ,5907 ,18239 ,7021 ,16647 ,7933 ,5572 ,5803 ,5842 ,4420 ,4022 ,3816 ,2013 ,2773 ,1146 ,2298 ,2 ,365 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1883,남동인더스파크,0 ,0 ,568 ,1007 ,828 ,4832 ,1284 ,18960 ,1924 ,23826 ,1072 ,2911 ,1296 ,1253 ,1479 ,1271 ,1879 ,1333 ,2002 ,1337 ,2186 ,1280 ,2970 ,1033 ,4260 ,1376 ,17062 ,1738 ,12397 ,1602 ,3685 ,2112 ,3603 ,1177 ,1932 ,813 ,493 ,563 ,231 ,356 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1884,원인재,93 ,0 ,3725 ,712 ,7106 ,2665 ,13409 ,5983 ,15193 ,8485 ,8642 ,4677 ,7548 ,4894 ,7319 ,5042 ,7468 ,5996 ,7398 ,6486 ,6713 ,6766 ,7421 ,8981 ,7932 ,10946 ,8535 ,13009 ,8187 ,15870 ,4997 ,10992 ,4114 ,7973 ,3763 ,7456 ,3041 ,6286 ,1596 ,4930 ,44 ,638 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1885,연수,22 ,1 ,2916 ,992 ,7004 ,2427 ,14916 ,4514 ,13754 ,11212 ,7160 ,7683 ,6057 ,6910 ,6505 ,6774 ,7866 ,7658 ,8407 ,7893 ,8143 ,7269 ,9023 ,8114 ,9552 ,10858 ,9679 ,15050 ,11488 ,16365 ,6163 ,10491 ,5679 ,7228 ,5779 ,6498 ,4514 ,4219 ,2565 ,2968 ,35 ,582 ,1 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1886,송도,21 ,1 ,2289 ,445 ,4922 ,2911 ,8582 ,2491 ,8696 ,4284 ,4582 ,2636 ,4471 ,2535 ,4585 ,3083 ,4947 ,3471 ,5304 ,3312 ,4504 ,4012 ,5044 ,5213 ,5824 ,5521 ,5656 ,7178 ,3932 ,8529 ,2188 ,5455 ,1994 ,3436 ,1518 ,3563 ,947 ,2451 ,426 ,1624 ,5 ,401 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1888,인하대,39 ,0 ,4481 ,629 ,12464 ,2929 ,26639 ,5619 ,22161 ,15684 ,9973 ,9508 ,9612 ,8909 ,10126 ,7426 ,10618 ,9408 ,10840 ,9981 ,10998 ,9760 ,13405 ,11269 ,15320 ,13591 ,15595 ,18667 ,13091 ,26125 ,7236 ,13333 ,6726 ,10168 ,6248 ,9757 ,4482 ,7054 ,2945 ,5219 ,94 ,1324 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1889,숭의,31 ,0 ,3952 ,940 ,7260 ,4301 ,15339 ,8534 ,12835 ,12808 ,7603 ,5341 ,7578 ,4534 ,7162 ,4245 ,7134 ,4896 ,6867 ,6354 ,6825 ,5861 ,7946 ,6462 ,9334 ,8919 ,11199 ,10203 ,9596 ,13687 ,4550 ,7301 ,3286 ,5688 ,2556 ,5490 ,1932 ,4192 ,935 ,2450 ,11 ,594 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1890,신포,6 ,0 ,973 ,239 ,1761 ,1091 ,3359 ,3651 ,2751 ,8225 ,1891 ,3157 ,1789 ,2647 ,2449 ,3171 ,3238 ,3153 ,3332 ,3548 ,3759 ,3329 ,4668 ,3714 ,5741 ,4047 ,5799 ,4181 ,5274 ,5013 ,2613 ,2333 ,2350 ,1766 ,2078 ,1524 ,1273 ,1119 ,519 ,581 ,2 ,175 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1891,인천,50 ,0 ,550 ,370 ,1028 ,1154 ,1713 ,2349 ,1886 ,4288 ,1763 ,2270 ,1740 ,2472 ,1753 ,3443 ,2119 ,3679 ,2109 ,3339 ,2328 ,3530 ,3131 ,3226 ,2918 ,3212 ,2608 ,3089 ,2172 ,3492 ,1216 ,2026 ,1072 ,1753 ,838 ,1404 ,458 ,1321 ,171 ,719 ,6 ,223 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1501,판교,7 ,1 ,781 ,18 ,2718 ,9325 ,6365 ,19447 ,3718 ,39668 ,2599 ,21208 ,2844 ,14652 ,5188 ,11507 ,6381 ,8873 ,6026 ,6743 ,8036 ,6838 ,11692 ,6416 ,17132 ,8324 ,22954 ,8706 ,26630 ,8056 ,20038 ,4145 ,20634 ,3199 ,13488 ,2047 ,8678 ,1294 ,2737 ,894 ,4 ,290 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1502,이매,5 ,0 ,558 ,37 ,1773 ,1153 ,3704 ,1916 ,3233 ,2935 ,1723 ,1473 ,1494 ,1174 ,1501 ,1019 ,1632 ,1254 ,1403 ,1375 ,1428 ,1400 ,1666 ,1538 ,1974 ,1786 ,2232 ,2376 ,2184 ,3185 ,1360 ,1558 ,1288 ,1186 ,1198 ,1043 ,1156 ,908 ,321 ,499 ,12 ,75 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1503,삼동,4 ,0 ,1798 ,61 ,5695 ,1304 ,12283 ,2247 ,12228 ,2459 ,7188 ,1207 ,4705 ,1334 ,3898 ,1401 ,3190 ,2122 ,2990 ,1923 ,2422 ,2880 ,2690 ,3736 ,3149 ,5142 ,3745 ,8636 ,2835 ,9223 ,1488 ,8557 ,1228 ,5574 ,1041 ,5169 ,563 ,3841 ,282 ,2225 ,28 ,47 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1504,경기광주,1 ,1 ,3366 ,307 ,18112 ,3199 ,44642 ,6100 ,44225 ,9112 ,21545 ,5514 ,16314 ,5059 ,13527 ,5545 ,12566 ,7052 ,11002 ,7695 ,9706 ,9752 ,10294 ,11847 ,12620 ,17457 ,11581 ,23372 ,8947 ,37427 ,4479 ,32717 ,3341 ,21562 ,2613 ,16541 ,2071 ,13812 ,697 ,7259 ,111 ,129 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1505,초월,0 ,0 ,2062 ,164 ,8610 ,1850 ,18974 ,4610 ,20001 ,5372 ,9361 ,2164 ,7139 ,2232 ,6013 ,2395 ,5711 ,2873 ,4825 ,3512 ,4538 ,4228 ,4488 ,5225 ,5903 ,7470 ,6562 ,9097 ,5158 ,15391 ,2580 ,11738 ,2104 ,9055 ,1390 ,7716 ,736 ,7239 ,310 ,5044 ,31 ,69 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1506,곤지암,4 ,0 ,998 ,359 ,3196 ,2627 ,7313 ,5562 ,6226 ,6457 ,4508 ,2615 ,4003 ,2410 ,4178 ,2578 ,3925 ,2299 ,4074 ,3355 ,3491 ,3191 ,4328 ,3604 ,5213 ,4472 ,7776 ,4920 ,5915 ,5895 ,2409 ,4572 ,1666 ,3836 ,1025 ,3171 ,578 ,2915 ,172 ,1690 ,16 ,482 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1507,신둔도예촌,1 ,0 ,954 ,40 ,2905 ,549 ,6001 ,2539 ,5237 ,3303 ,3846 ,1412 ,3374 ,1091 ,2620 ,1424 ,2575 ,1382 ,2483 ,1465 ,2258 ,1837 ,2671 ,2243 ,2866 ,2953 ,4149 ,4725 ,2940 ,4089 ,1177 ,4790 ,920 ,3078 ,543 ,2677 ,220 ,2590 ,111 ,1433 ,7 ,502 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1508,이천,10 ,0 ,1169 ,39 ,3832 ,1925 ,8423 ,6670 ,7257 ,8875 ,6791 ,5359 ,6313 ,4032 ,5914 ,4239 ,5481 ,5003 ,5625 ,4838 ,5789 ,5150 ,6089 ,5414 ,7784 ,7156 ,8190 ,7746 ,7719 ,9561 ,3788 ,7887 ,3287 ,6590 ,2901 ,5133 ,1314 ,4016 ,748 ,2714 ,22 ,1298 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1509,부발,3 ,0 ,1451 ,98 ,3705 ,2008 ,6861 ,7233 ,5981 ,5858 ,5709 ,2328 ,4775 ,2031 ,5076 ,2238 ,4257 ,2740 ,4313 ,2884 ,3930 ,2902 ,5021 ,3344 ,5481 ,4762 ,8531 ,5874 ,5327 ,6919 ,3363 ,4873 ,2360 ,4881 ,1354 ,5015 ,644 ,3841 ,490 ,3767 ,18 ,1434 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1510,세종대왕릉,0 ,0 ,216 ,3 ,635 ,95 ,842 ,558 ,1007 ,693 ,798 ,338 ,920 ,345 ,702 ,480 ,663 ,472 ,630 ,359 ,583 ,604 ,654 ,676 ,695 ,835 ,894 ,782 ,559 ,1003 ,220 ,747 ,160 ,595 ,99 ,445 ,48 ,458 ,23 ,305 ,2 ,68 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1511,여주,12 ,1 ,2375 ,8 ,5271 ,770 ,9739 ,3100 ,8690 ,4056 ,7947 ,5502 ,7621 ,2829 ,6299 ,4497 ,6286 ,4276 ,6322 ,3494 ,6792 ,5372 ,6626 ,5534 ,6694 ,6702 ,6115 ,8502 ,5014 ,9517 ,2519 ,8322 ,1934 ,7908 ,1437 ,3922 ,734 ,6895 ,213 ,3555 ,7 ,1471 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경강선,1512,성남,2 ,0 ,302 ,26 ,2122 ,794 ,6241 ,1600 ,5500 ,2268 ,2859 ,1071 ,2395 ,993 ,1885 ,1186 ,2065 ,1412 ,1627 ,1409 ,1700 ,1723 ,1930 ,2256 ,2487 ,2552 ,2899 ,4158 ,2164 ,5316 ,1410 ,3013 ,1248 ,2404 ,1061 ,2059 ,961 ,1587 ,431 ,855 ,35 ,165 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,서해선,1980,김포공항,11 ,3 ,231 ,1321 ,639 ,9740 ,1948 ,12142 ,3670 ,14802 ,3399 ,9655 ,3140 ,10455 ,3417 ,11565 ,3653 ,12154 ,5987 ,10898 ,7159 ,9955 ,7767 ,8550 ,8632 ,9336 ,10332 ,10430 ,12963 ,10181 ,8812 ,5625 ,7868 ,2432 ,6929 ,1501 ,6680 ,1055 ,1973 ,1763 ,94 ,330 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,서해선,1981,원종,52 ,1 ,5190 ,950 ,9396 ,3819 ,18227 ,6169 ,16706 ,9807 ,10279 ,5619 ,8523 ,4847 ,8144 ,5259 ,8656 ,6331 ,7797 ,6939 ,7305 ,6920 ,8461 ,8562 ,9800 ,11888 ,10533 ,14189 ,10025 ,18984 ,5392 ,13537 ,4063 ,8988 ,3278 ,7853 ,2671 ,6336 ,931 ,4083 ,30 ,285 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,서해선,1982,부천종합운동장,28 ,1 ,2725 ,583 ,5295 ,1717 ,13748 ,3283 ,14843 ,5198 ,7333 ,2205 ,4390 ,1810 ,3863 ,1792 ,4020 ,2252 ,3728 ,2486 ,3502 ,2680 ,3615 ,3465 ,4371 ,4736 ,5137 ,6920 ,6116 ,11562 ,2510 ,8672 ,1863 ,5286 ,1642 ,4715 ,1127 ,4147 ,484 ,2755 ,39 ,397 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,5호선,2511,방화,31 ,0 ,5269 ,5 ,11585 ,3769 ,26985 ,6242 ,27016 ,14053 ,15801 ,7976 ,14094 ,6692 ,13137 ,7357 ,13179 ,8283 ,12734 ,9056 ,11080 ,10674 ,12052 ,12564 ,13081 ,14512 ,13269 ,16927 ,10929 ,23001 ,5556 ,19589 ,3979 ,13183 ,3045 ,12750 ,2191 ,11649 ,1052 ,7285 ,174 ,2682 ,2 ,404 ,0 ,3 ,0 ,0 
2025-12,5호선,2512,개화산,1 ,0 ,4973 ,184 ,9931 ,3368 ,23499 ,6941 ,24184 ,14780 ,13235 ,6380 ,10249 ,6073 ,10219 ,6657 ,10276 ,7883 ,10140 ,7675 ,9102 ,8176 ,9016 ,9891 ,10591 ,11807 ,14102 ,14750 ,12185 ,20551 ,5575 ,16214 ,4163 ,10940 ,3473 ,10973 ,2892 ,9774 ,935 ,5932 ,118 ,2076 ,1 ,144 ,0 ,6 ,0 ,0 
2025-12,5호선,2513,김포공항,12 ,3 ,910 ,3612 ,5955 ,10966 ,22409 ,21493 ,27806 ,27212 ,15407 ,17328 ,15578 ,17010 ,22992 ,19558 ,22557 ,20199 ,28557 ,20840 ,32926 ,19773 ,35824 ,19256 ,34415 ,19463 ,37102 ,21851 ,44406 ,19195 ,29592 ,11376 ,23870 ,5702 ,18875 ,3621 ,19082 ,2484 ,9512 ,1477 ,508 ,720 ,7 ,98 ,0 ,3 ,0 ,0 
2025-12,5호선,2514,송정,5 ,0 ,3476 ,915 ,7365 ,3974 ,17991 ,6695 ,23427 ,11370 ,16010 ,7218 ,11903 ,6710 ,10543 ,7873 ,11225 ,9375 ,10808 ,9300 ,10619 ,9802 ,10801 ,11037 ,12555 ,12998 ,13533 ,15219 ,13371 ,20111 ,7835 ,15826 ,6004 ,11430 ,5144 ,11311 ,4143 ,10237 ,2127 ,6343 ,307 ,2283 ,3 ,109 ,0 ,19 ,0 ,0 
2025-12,5호선,2515,마곡,3 ,0 ,3098 ,3385 ,8570 ,12421 ,25031 ,32862 ,28014 ,81720 ,15320 ,44528 ,14284 ,24135 ,15625 ,22493 ,18688 ,23947 ,21713 ,24024 ,25055 ,22169 ,31914 ,22745 ,40182 ,26496 ,60117 ,31629 ,65824 ,39793 ,34197 ,26518 ,27885 ,15014 ,25620 ,12955 ,16637 ,10877 ,6138 ,6025 ,811 ,2608 ,9 ,89 ,0 ,4 ,0 ,0 
2025-12,5호선,2516,발산,5 ,0 ,3718 ,2444 ,11578 ,16079 ,30914 ,48044 ,35156 ,125600 ,22533 ,69032 ,24985 ,40177 ,30769 ,39333 ,35910 ,39230 ,38197 ,40260 ,43711 ,36313 ,53205 ,36842 ,60142 ,42010 ,85325 ,50880 ,95085 ,63343 ,45382 ,42034 ,42502 ,25674 ,41529 ,21267 ,33031 ,18091 ,14222 ,11047 ,2015 ,3903 ,45 ,272 ,0 ,0 ,0 ,0 
2025-12,5호선,2517,우장산,1 ,0 ,6959 ,850 ,22954 ,4676 ,53596 ,14454 ,62616 ,22618 ,34208 ,16206 ,29360 ,15288 ,28564 ,15844 ,28433 ,18659 ,26688 ,22527 ,24383 ,25351 ,27053 ,28941 ,28746 ,34133 ,26409 ,40085 ,21818 ,58475 ,13278 ,43354 ,9731 ,28878 ,8777 ,26397 ,6807 ,26106 ,2231 ,15526 ,390 ,4202 ,16 ,123 ,0 ,0 ,0 ,0 
2025-12,5호선,2518,화곡,574 ,6 ,23295 ,1592 ,41732 ,9915 ,113495 ,16056 ,151627 ,35083 ,77237 ,26213 ,51617 ,20384 ,45889 ,22966 ,47891 ,27205 ,44955 ,30433 ,38957 ,35759 ,38590 ,45254 ,42887 ,57741 ,46248 ,74819 ,43880 ,128104 ,25106 ,89592 ,18874 ,58725 ,16033 ,56989 ,12694 ,49672 ,5167 ,31994 ,851 ,9572 ,16 ,375 ,0 ,6 ,0 ,0 
2025-12,5호선,2519,까치산,297 ,8 ,23599 ,1348 ,44027 ,7806 ,119713 ,11084 ,152192 ,22447 ,81436 ,18740 ,52202 ,18452 ,45730 ,22249 ,45971 ,27543 ,42389 ,31028 ,36830 ,37297 ,35738 ,49461 ,36943 ,61019 ,35676 ,77909 ,33049 ,122596 ,21547 ,92668 ,16436 ,63310 ,13631 ,61236 ,10958 ,51821 ,5356 ,33263 ,975 ,10285 ,35 ,697 ,0 ,2 ,0 ,0 
2025-12,5호선,2520,신정(은행정),143 ,0 ,12121 ,795 ,24162 ,3413 ,61949 ,7888 ,79054 ,13784 ,40403 ,9218 ,23951 ,7953 ,21579 ,9422 ,20764 ,11908 ,19031 ,13318 ,16170 ,15083 ,16351 ,20145 ,17863 ,25532 ,18748 ,33347 ,16975 ,48959 ,9231 ,35544 ,6905 ,25913 ,5507 ,24593 ,4213 ,23950 ,1834 ,13993 ,390 ,4545 ,8 ,170 ,0 ,0 ,0 ,0 
2025-12,5호선,2521,목동,30 ,1 ,8507 ,1506 ,21058 ,5670 ,59103 ,12912 ,72665 ,29248 ,37579 ,20953 ,28946 ,16823 ,27115 ,16381 ,26526 ,19173 ,24387 ,24374 ,24301 ,24657 ,24970 ,29998 ,27839 ,37582 ,29504 ,51944 ,30935 ,81691 ,16793 ,53818 ,14619 ,34177 ,12850 ,32440 ,12067 ,30955 ,4878 ,16619 ,771 ,5692 ,14 ,249 ,0 ,0 ,0 ,0 
2025-12,5호선,2522,오목교(목동운동장앞),16 ,1 ,5098 ,1805 ,16349 ,9010 ,51585 ,24123 ,61284 ,62079 ,32849 ,48730 ,27486 ,33146 ,28656 ,33195 ,31574 ,33514 ,31959 ,38766 ,34114 ,36845 ,39148 ,40453 ,45606 ,49184 ,54488 ,60062 ,63950 ,80445 ,36902 ,49807 ,38789 ,31028 ,30478 ,27765 ,23827 ,25362 ,8546 ,13546 ,1274 ,4255 ,7 ,197 ,0 ,0 ,0 ,0 
2025-12,5호선,2523,양평,6 ,1 ,2591 ,843 ,7256 ,4881 ,25345 ,12398 ,31305 ,47393 ,15430 ,18653 ,10038 ,8147 ,9364 ,7055 ,9743 ,7021 ,10573 ,8078 ,9735 ,8255 ,10930 ,9075 ,13578 ,11237 ,23861 ,15850 ,37550 ,25862 ,12297 ,16952 ,8060 ,12392 ,6430 ,11472 ,4393 ,11227 ,2041 ,6674 ,297 ,2250 ,8 ,95 ,0 ,0 ,0 ,0 
2025-12,5호선,2524,영등포구청,3 ,0 ,1082 ,748 ,3045 ,2341 ,9123 ,8256 ,15595 ,28838 ,6044 ,11703 ,5243 ,5916 ,5776 ,5487 ,6290 ,5528 ,6709 ,5969 ,7132 ,5983 ,7920 ,6337 ,9517 ,7204 ,14480 ,9615 ,25773 ,16016 ,8653 ,8222 ,6332 ,5695 ,6045 ,5360 ,4246 ,5008 ,2312 ,3149 ,311 ,884 ,7 ,51 ,0 ,0 ,0 ,0 
2025-12,5호선,2525,영등포시장,19 ,0 ,2784 ,957 ,7158 ,5742 ,26610 ,15706 ,38787 ,47446 ,18057 ,27991 ,13619 ,19272 ,14250 ,19163 ,17160 ,22830 ,17562 ,25015 ,19155 ,21596 ,24467 ,19147 ,30901 ,20387 ,39494 ,25462 ,48575 ,38900 ,20824 ,22507 ,15420 ,15480 ,13766 ,14864 ,10307 ,13512 ,4590 ,8822 ,661 ,2323 ,6 ,206 ,0 ,0 ,0 ,0 
2025-12,5호선,2526,신길,43 ,2 ,1892 ,391 ,4511 ,1910 ,18041 ,5218 ,26669 ,15002 ,11914 ,7076 ,8525 ,3502 ,6562 ,4039 ,6837 ,4512 ,6270 ,5241 ,5568 ,5537 ,5812 ,6674 ,7019 ,8693 ,9969 ,13031 ,14799 ,22175 ,5600 ,13764 ,4348 ,11721 ,3689 ,11859 ,3156 ,11167 ,1954 ,7194 ,282 ,2384 ,10 ,275 ,0 ,0 ,0 ,0 
2025-12,5호선,2527,여의도,16 ,0 ,2885 ,3172 ,4139 ,29763 ,10045 ,157858 ,15023 ,227360 ,13164 ,89977 ,15356 ,42170 ,24093 ,41956 ,25736 ,38865 ,32165 ,42459 ,39674 ,35023 ,51112 ,33961 ,69513 ,35290 ,162435 ,41675 ,180085 ,47196 ,75887 ,21163 ,69219 ,12192 ,56090 ,10520 ,33852 ,9046 ,11997 ,5236 ,1680 ,2971 ,24 ,211 ,0 ,0 ,0 ,0 
2025-12,5호선,2528,여의나루,38 ,0 ,1172 ,1493 ,2668 ,11069 ,6309 ,43652 ,10188 ,73329 ,6504 ,31573 ,6522 ,23407 ,8560 ,21940 ,11205 ,20187 ,12602 ,22676 ,16374 ,22540 ,21027 ,24137 ,28428 ,24931 ,57747 ,24687 ,62783 ,24841 ,26638 ,12938 ,26939 ,8158 ,18537 ,6591 ,11694 ,5442 ,4255 ,3190 ,1138 ,1082 ,80 ,60 ,0 ,0 ,0 ,0 
2025-12,5호선,2529,마포,18 ,0 ,2384 ,1429 ,8200 ,9306 ,28230 ,22463 ,40302 ,76520 ,21928 ,37199 ,18795 ,18907 ,19780 ,21080 ,20580 ,18941 ,21259 ,18463 ,22012 ,17567 ,23607 ,19825 ,27407 ,26517 ,42884 ,40428 ,62891 ,52263 ,24492 ,27769 ,23442 ,18285 ,25177 ,17316 ,18797 ,14330 ,8010 ,8809 ,1236 ,2873 ,15 ,177 ,0 ,0 ,0 ,0 
2025-12,5호선,2530,공덕,11 ,0 ,1669 ,1045 ,5478 ,8275 ,21567 ,34432 ,34500 ,75656 ,18210 ,41279 ,15581 ,20031 ,18103 ,20397 ,19614 ,17745 ,22703 ,19255 ,21385 ,17399 ,24375 ,19121 ,29674 ,23682 ,47217 ,36688 ,63465 ,51010 ,26946 ,24693 ,23183 ,15891 ,24189 ,15290 ,18509 ,13119 ,8075 ,7340 ,1156 ,2237 ,20 ,236 ,0 ,0 ,0 ,0 
2025-12,5호선,2531,애오개,51 ,17 ,2345 ,1015 ,6469 ,6440 ,21351 ,7694 ,29253 ,17153 ,13852 ,11570 ,10523 ,7469 ,10303 ,7293 ,11603 ,7617 ,11157 ,9191 ,10225 ,9551 ,12019 ,10536 ,13895 ,12179 ,15432 ,16914 ,14958 ,24032 ,7631 ,15165 ,6063 ,10679 ,4877 ,10048 ,3260 ,9048 ,1278 ,5484 ,185 ,2594 ,8 ,522 ,1 ,51 ,0 ,0 
2025-12,5호선,2532,충정로(경기대입구),6 ,0 ,923 ,227 ,2502 ,2856 ,6408 ,16363 ,9634 ,39474 ,5517 ,13981 ,5197 ,5524 ,6120 ,4984 ,5867 ,4712 ,6009 ,5653 ,6537 ,5255 ,7059 ,5281 ,9400 ,6012 ,20440 ,7633 ,32159 ,10361 ,8522 ,6974 ,6250 ,4872 ,5615 ,5003 ,3257 ,4697 ,1634 ,2838 ,353 ,882 ,15 ,147 ,0 ,0 ,0 ,0 
2025-12,5호선,2533,서대문,9 ,0 ,3016 ,984 ,6605 ,17951 ,20291 ,62080 ,25162 ,165743 ,19362 ,53046 ,22669 ,28270 ,24677 ,24329 ,25571 ,23029 ,24892 ,27259 ,28755 ,21532 ,36713 ,19297 ,46407 ,20979 ,67115 ,25618 ,113765 ,31790 ,31977 ,17158 ,28145 ,12291 ,26825 ,12696 ,18515 ,9889 ,7394 ,5712 ,988 ,1843 ,68 ,175 ,0 ,0 ,0 ,0 
2025-12,5호선,2534,광화문(세종문화회관),1 ,0 ,1178 ,856 ,3385 ,29869 ,8698 ,88312 ,12832 ,282912 ,12184 ,140148 ,17695 ,71137 ,30479 ,71645 ,38698 ,61188 ,46256 ,64919 ,56645 ,54877 ,72413 ,53286 ,94904 ,68079 ,143331 ,92669 ,234250 ,88730 ,113127 ,44602 ,107893 ,22524 ,114543 ,13155 ,63290 ,7577 ,20508 ,4918 ,6891 ,1194 ,407 ,44 ,0 ,0 ,0 ,0 
2025-12,5호선,2535,종로3가,41 ,1 ,1380 ,643 ,2405 ,7640 ,3878 ,15139 ,5824 ,45829 ,8402 ,37001 ,12011 ,33305 ,16274 ,39046 ,21503 ,37478 ,23794 ,34848 ,29690 ,32636 ,36542 ,31639 ,43320 ,33529 ,51429 ,37775 ,60167 ,40990 ,38000 ,22527 ,37826 ,14282 ,41892 ,11207 ,35680 ,9178 ,19063 ,6004 ,3686 ,2104 ,212 ,194 ,0 ,0 ,0 ,0 
2025-12,5호선,2536,을지로4가,5 ,0 ,523 ,717 ,1045 ,7410 ,2740 ,19145 ,4252 ,45832 ,4266 ,21574 ,5749 ,13829 ,7310 ,13371 ,8692 ,11705 ,9822 ,10739 ,11702 ,9821 ,14017 ,9338 ,18031 ,9074 ,31105 ,9033 ,39212 ,9176 ,15562 ,5181 ,11048 ,3723 ,9789 ,3309 ,6910 ,2502 ,3512 ,1538 ,629 ,670 ,28 ,51 ,0 ,6 ,0 ,0 
2025-12,5호선,2537,동대문역사문화공원(DDP),1 ,0 ,168 ,256 ,827 ,3394 ,1619 ,11131 ,2788 ,31386 ,3453 ,12623 ,3738 ,4387 ,3718 ,4087 ,3434 ,4014 ,3473 ,4164 ,4431 ,3867 ,5212 ,3812 ,7155 ,4245 ,14782 ,4926 ,21488 ,5043 ,8706 ,3280 ,5265 ,2851 ,4304 ,2880 ,2769 ,2769 ,1418 ,1980 ,348 ,620 ,16 ,41 ,0 ,0 ,0 ,0 
2025-12,5호선,2538,청구,5 ,0 ,1292 ,134 ,2101 ,1825 ,5935 ,3621 ,9012 ,13323 ,5505 ,8092 ,4974 ,4130 ,4991 ,3910 ,4850 ,4212 ,5189 ,4789 ,5182 ,4942 ,5602 ,5403 ,7730 ,6078 ,9235 ,7704 ,12924 ,9983 ,7244 ,6200 ,4488 ,4654 ,3745 ,4352 ,2990 ,4260 ,1844 ,2762 ,354 ,860 ,15 ,34 ,0 ,0 ,0 ,0 
2025-12,5호선,2539,신금호,41 ,1 ,2989 ,535 ,6984 ,3001 ,21046 ,8206 ,28443 ,14522 ,15990 ,7757 ,11414 ,6618 ,10039 ,6742 ,10273 ,8230 ,10197 ,8983 ,9853 ,9812 ,9965 ,11911 ,12728 ,14393 ,11287 ,18585 ,10918 ,26981 ,7469 ,18203 ,5455 ,11920 ,4464 ,11806 ,3057 ,9803 ,1492 ,6449 ,282 ,2301 ,5 ,73 ,0 ,0 ,0 ,0 
